Sample,Latitude,Longitude,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,CO2,SO3,S,F ,Cl,LOI,Ba,Co,Cr,Cs,Li,Ni,Rb,Sr,V,Zr
st-1,22,74.5,51.07,2.74,13.43,,13.46,0.22,4.59,10,3.32,0.62,0.55,,,,,,,89,,107,,,68,14,268,382,119
jb01-51,22.58,80.47,51.07,2.88,13.51,,14.46,0.21,4.58,10.12,2.5,0.36,0.31,,,,,,,141,,92,,,61,15,218,458,220
g22,16.125,78.75,51.08,0.24,11.99,9.96,,0.13,12.94,12.02,1.15,0.45,0.03,,,,,,4.65,69,65,1350,5.5,,550,48,68,60,13
lc-04-51,19.97,76.52,51.08,2.64,13.19,,14.49,0.21,5.31,9.94,2.47,0.41,0.26,,,,,,,128,,89,,,54,15,251,481,187
dc12/4,13,78,51.09,0.58,13.77,11.9,,0.18,10.29,10.69,1.54,0.42,0.06,,,,,,0.4,111,,640,,,230,14,103,220,0.1
rm192,15.125,76.7,51.09,0.61,11.14,8.92,8.03,0.19,13.37,9.58,1.99,0.14,0.05,,,,,,2.9,89.03,35.6,535,0.63,,143,4.1,82.85,268,11.96
lak-10,14,78.13333333,51.09,0.92,12.61,13.94,,0.16,6.9,10.39,0.83,1.75,0.19,,,,,,1.85,179,72,161,1.46,,68,81.8,541,277,93
lak-10,14.1,78.1,51.09,0.92,12.61,13.94,,0.16,6.9,10.39,0.83,1.75,0.19,,,,,,1.85,179,72,161,1.46,,68,81.8,541,277,93
sb-46(a),20.7817,79.9532,51.09,0.98,12.23,13.04,,0.2,8.21,11.34,2,0.17,0.05,,,,,,0.93,70,34,426,,,137,10,191,285,85
t-5,11.1,78.46666667,51.1,0.39,11.85,12.99,,0.23,13.39,7.39,0.72,0.07,0.1,,,,,,,35.3,86.04,1829.7,1.73,,548.92,3.6,99.78,152.86,707.23
kt11,13.25,75.25,51.1,0.75,14.2,,11.6,0.17,8.2,9.72,2.8,0.16,,,,0.1346,,,1.9,116,40,428,,,189,5,163,147,86
be.4,24.93,73.82,51.1,0.93,14.1,10.61,,0.18,9.1,10.24,2.45,0.41,0.1,,,,,,1.05,25,,480,,,158,13,123,242,75
be.4,24.5,73.7,51.1,0.93,14.1,10.61,,0.18,9.1,10.24,2.45,0.41,0.1,,,,,,1.05,25,,480,,,158,13,123,242,75
nw-7,23.3,70,51.1,1.05,18.81,8.5283,,0.17,4.33,5.5,6.67,1.97,0.49,,,,,,,0.19,35.7,0.849,1.44,,16.7,85.409,0.636,5.8,398.4
nw-7,23.3,70,51.1,1.05,18.81,8.53,,0.17,4.33,5.5,6.67,1.97,0.49,,,,,,,0.19,35.7,0.85,1.44,,16.7,85.41,0.64,5.8,398.4
23-Aug,19.6472,74.1617,51.1,1.92,13.26,12.04,,0.18,7.34,10.88,2.11,0.49,0.2,,,,,,0.15,134,34,348,,,137,17,224,313,142
cckf3,18.3389,74.6686,51.1,2.01,14.02,2.16,10.82,0.21,5.94,10.82,2.43,0.28,0.2,,,,,,,91,42,121,,,72,22,199,401,146
sh88,21.88,74.47,51.1,2.33,15.45,13.82,,0.15,4.11,9.73,1.96,0.89,0.24,,,,,,2.69,199,39,,,,52,24,304,300,162
raig31,17.98,83.47,51.1,2.4,14.2,13.7,,0.2,4.7,10.6,2.7,0.3,0.2,,,,,,,157,,,,,55,8,269,,143
jeb320d,18.9167,73.3083,51.1,2.726,13.04,,14.67,0.204,5.29,9.69,2.47,0.57,0.247,,,,,,,100,72,173,,11,202,15,241,428,164
k-20,13.13,78.13,51.11,1.01,15.58,,12.86,0.25,9.45,6.3,2.57,0.38,,,,,,,,165,33,367,,,181,10,92,267,60
99ma74,15.53,78.18,51.11,1.33,15.42,14.07,,0.18,5.43,8.9,2.15,1.47,0.17,,,,,,2.77,627,46.9,101,,,104,31.6,262,137,86.4
jeb126,19.15,73.6,51.11,2.22,15.12,,11.57,0.17,6.19,10.31,2.43,0.65,0.21,,,,,,,87,,202,,,91,15.35,260.55,337,144
d152,21.96,78.935,51.11,2.45,12.44,4.13,7.76,0.21,6.94,8.44,2.77,0.61,0.32,,,,,,0.54,140.1,85,41.9,0.3,,44.8,12.4,231.6,483.8,215
p4-sf-89-1,21.1,77.13,51.11,3.03,12.97,,14.44,0.19,4.94,10.15,2.36,0.53,0.28,,,,,,,140,,86,,,65,8,225,608,235
dd-12,19,74,51.11930263,3.117707394,12.69280227,,15.43849297,0.211883027,4.90357862,9.191687496,2.487103148,0.509528231,0.327914208,,,,,,,130.8502163,41.63759734,60.31439844,0.175811468,,55.75316708,22.8384825,281.8191946,,203.149592
krl/x30,19.25,72.25,51.12,0.52,15.34,8.14,,0.12,9.12,12.42,3.24,0.32,0.14,,,,,,,440,42,90,,,242,4,590,48,2
x/15,18.5264,73.9111,51.12,0.52,15.34,8.14,,0.12,9.12,12.42,3.24,0.32,0.14,,,,,,,715,130,350,,,132,8,716,32,38
bor030,19.15,73.6,51.12,1.84,14.88,,11.12,0.17,6.92,11.39,1.97,0.37,0.21,,,,,,,115,,332,,,70,7.6,324.05,292,132
d159,21.5,70.5,51.12,2.74,14.57,1.94,9.7,0.18,5.81,9.79,2.72,1.18,0.24,,,,,,1.04,317,,47,,,49,22,410,451,216
d111,21.96,78.935,51.12,2.86,12.5,4.05,7.62,0.19,6.71,8.59,2.76,1.15,0.39,,,,,,0.51,207.2,68.2,37.2,0.5,,41.6,21.3,209.1,413.2,230.4
ddh-048,18.9167,73.2056,51.12,2.909,12.75,,14.81,0.215,5.27,9.52,2.46,0.66,0.286,,,,,,,127,40,111,,10,71,19,196,440,191
2.f1,22.42,75.54,51.12,3.53,13.31,13.58,,0.24,3.79,9.61,2.35,1.45,0.39,,,,,,,342,,,,,25,42,361,,277
2.f1,22,75.5,51.12,3.53,13.31,13.58,,0.24,3.79,9.61,2.35,1.45,0.39,,,,,,,342,,,,,25,42,361,,277
d158,21.96,78.935,51.12,3.66,12.52,3.86,7.25,0.19,7.7,7.72,2.35,1.12,0.39,,,,,,0.25,134.6,58,32.6,0.2,,34.9,18.9,203.3,421.4,214.7
19-14,13.13,78.13,51.13,0.73,14.33,,10.11,0.21,7.16,11.76,2.45,0.06,,,,,,,,150,64,380,,,131,3,121,271,60
se-3,12.41,78.66,51.13,1.07,16.28,5.77,4,0.19,3.61,7.83,4.16,3.61,0.69,,,,,,0.62,2765,,18,,,8,74,1958,221,101
pms1,22.5,78.625,51.13,3.13,12.8,16.88,,0.21,5.89,10.03,2.32,0.56,0.31,,,,,,0.43,165.1,49.39,437.4,,,46.19,13.2,189.4,443,167.9
ch83-20,21.69,77.91,51.13,3.44,12.96,,14.9,0.19,4.79,9.01,2.26,1.19,0.37,,,,,,,279,,41,,,26,20.365,207.25,442,247
dc08/10,13,78,51.14,0.77,14.41,13.4,,0.2,6.83,10.55,1.89,0.44,0.08,,,,,,0.62,73,,180,,,110,18,137,271,52
jeb315,19.15,73.6,51.14,1.83,12.95,,12.16,0.17,7.72,11.04,2.31,0.49,0.19,,,,,,,115,,273,,,135,16,236,310,103
pl2,21.5,73.8,51.14,2.24,14.46,3.12,10.4,0.17,4.82,8.27,2.44,2.83,0.09,,,,,,4.02,423,39.9,97.6,0.252,,47.3,74,331,315,173
ddh-129,19.2528,73.3361,51.14,2.858,12.9,,14.72,0.234,5.06,9.54,2.5,0.76,0.286,,,,,,,116,39,61,,8,37,21,206,427,192
17,10.8,76.7,51.15,1.6,13.47,5.32,8.13,0.17,5.72,10.86,2.32,0.71,0.62,,,,,,1.4,,65,,,,,20,162,298,147
jh-22,19,74,51.15,2.665,13.32,,14.29,0.219,5.16,9.88,2.32,0.75,0.246,,,,,,,127,,85,,,54,18.35,231,416,169
dd-10,19,74,51.15128604,2.30651659,13.70312585,,12.4027302,0.181298247,6.521700838,10.5203344,2.502923025,0.458281681,0.251803121,,,,,,,163.0585876,42.78945762,258.8388534,2.739008145,,97.39712764,30.62232877,294.263673,,161.5591166
krl/x33,19.25,72.25,51.16,0.11,20.6,5.5,,0.06,6.34,12.44,2.86,0.62,0.06,,,,,,,715,30,350,,,132,7,716,32,38
x/14,18.5269,73.9108,51.16,0.11,20.6,5.5,,0.06,6.34,14.44,2.86,0.62,0.06,,,,,,,520,189,240,,,188,5,620,90,40
jeb431,19.15,73.6,51.16,1.21,13.49,,10.89,0.17,9.54,10.77,2.12,0.48,0.15,,,,,,,334,,548,,,211,6.15,306.55,277,110
98ma103,15,79,51.16,1.68,12.93,16.76,,0.21,5.74,7.41,3.86,0.91,0.23,,,,,,2.29,284,59.9,63,,,65,14.5,154,260,131.3
13,14.08,78.095,51.16,2.09,13.55,2.04,10.16,1,7.2,9.87,2.4,0.4,0.26,,,,,,,,,,,,,,,,
ig-14,19.68,73.63,51.16,2.12,14.09,,12.68,0.18,5.85,10.22,2.73,0.76,0.21,,,,,,,207,,93,,,65,15,240,332,173
ch18,19.5,74.125,51.16,2.24,13.44,14.43,,0.2,5.2,9.59,2.69,0.56,0.22,,,,,,0.17,201,50,63,,,59,30,246,335,179
bm-07-51,18.17,73.92,51.16,2.36,14.39,,11.38,0.16,6.52,10.98,2.37,0.46,0.22,,,,,,,102,,280,,,113,7,221,417,154
r.11.7,19,74,51.16,2.492,13.22,,14.33,0.219,5.48,10.12,2.27,0.5,0.222,,,,,,,83,,126,,,61,11,233,392,154
ddh-080,19.15,73.6,51.16,2.662,13.12,,14.27,0.223,5.48,10,2.57,0.28,0.24,,,,,,,54,38,90,,7,65,14,242,430,161
ch-07,20.6,76.67,51.16,3.06,12.68,,14.82,0.2,5.19,9.61,2.35,0.63,0.3,,,,,,,138,,84,,,60,11,212,504,225
nbd-27,21.0594,74.3541,51.16339439,2.444563451,13.85590736,,13.97368204,0.202868336,5.457158244,9.849257722,2.302555616,0.486884007,0.263728837,,,,,,,232.3046227,47.034655,64.264196,0.622692,,67.018056,13.106669,250.094732,,189.6330285
bg5,25.04333333,79.18333333,51.17,0.79,10.79,9.12,,0.14,12.57,11.55,2.24,0.08,0.08,,,,,,1.4,79.12,65.89,56.93,0.09,,24.81,1.54,97.77,336.63,60.37
plh1,18.9,72.85,51.17,1.05,14.38,4.11,8.16,0.19,5.88,10.34,2.37,0.6,0.2,0.06,,,,,,140,43,34,,,,12,192,295,78
2,22.475,73.56,51.17,1.29,15.7,,12.56,0.14,6.78,4.64,3.2,2.78,,,,,,,,400,45,50,,50,30,,200,5,
nw-84,23.3,70,51.17,2.08,15.53,9.8494,,0.12,4.39,11.96,2.03,0.78,0.3,,,,,,,426.4,56.8,25.161,0.521,,70.8,36.545,1.447,393.9,214.3
99ma40,14.68,78.39,51.17,2.16,13.15,15.88,,0.22,4.98,8.44,2.52,0.82,0.25,,,,,,2.57,197,50.2,65,,,47,25.6,154,269,157.7
aj-07,20.5,75.8,51.17,2.35,14.49,,13.77,0.17,5.02,9.69,2.59,0.52,0.23,,,,,,,213,,62,,,62,10,275,408,178
lc-x1-51,19.97,76.52,51.17,2.62,13.35,,14.43,0.2,5.27,9.96,2.35,0.39,0.26,,,,,,,116,,78,,,53,15,262,478,184
st-7,22,74.5,51.17,2.72,13.51,,13.9,0.18,4.48,9.9,3.01,0.59,0.54,,,,,,,317,,38,,,49,21,323,428,241
ddh-106,19.0375,73.3083,51.17,3.256,12.53,,15.22,0.235,4.63,9.28,2.51,0.85,0.331,,,,,,,130,40,71,,10,35,27,201,438,217
sh113,21.88,74.47,51.18,1,15.46,11.41,,0.17,7.08,11.72,1.13,0.11,0.1,,,,,,5.06,84,41,,,,84,1.46,294.2,253,82
plh10,18.9,72.85,51.18,1.06,14.07,3.71,8.66,0.2,5.9,10.58,2.08,0.3,0.16,0.15,,,,,2.05,,,,,,,,,,
esd13,21.5,72,51.18,1.07,14.32,2.02,10.09,0.19,6.71,12.17,1.78,0.35,0.12,,,,,,5.16,136,49,454,0.21,,104,14.6,148,344,72.1
10,24.515,73.765,51.18,1.21,13.89,,11.47,,10,9.9,2.4,0.1,,,,,,,,,2231,99.31,,,52,,177,,
kb24-1-2,14.54,76.54,51.18,1.23,12.6,15.87,,0.18,5.51,9.13,1.87,0.43,0.12,,,,,,,141,58.4,83.3,,,106,16.5,139,335,104
kt-04-51,18.2,73.92,51.18,2.28,14.53,,11.5,0.18,6.3,11.18,2.34,0.29,0.22,,,,,,,68,,261,,,105,10,229,435,151
plh13,18.9,72.85,51.19,1.05,14.15,4.4,7.99,0.23,5.88,10.27,2.02,0.55,0.16,0.23,,,,,2.89,,,,,,,,,,
lak-14,14,78.13333333,51.19,1.14,12.39,15.75,,0.17,5.49,9.67,0.33,1.77,0.22,,,,,,1.32,200,76,345,0.2,,245,19.51,473,280,110
lak-14,14.1,78.1,51.19,1.14,12.39,15.75,,0.17,5.49,9.67,0.33,1.77,0.22,,,,,,1.32,200,76,345,0.2,,245,19.51,473,280,110
bs-1l,11.1,78.46666667,51.19,1.97,11.98,16.41,,0.18,5.84,8.26,1.67,0.57,0.25,,,,,,,173.26,54.18,23.41,1.87,,41.39,30.44,152.4,425.04,52.72
ddh-066,18.7403,73.65,51.19,2.066,14.16,,11.44,0.189,6.94,11.18,2.4,0.25,0.187,,,,,,,58,37,297,,7,114,9,212,377,129
mh83-20,22.82,75.56,51.19,2.57,14.09,,13.12,0.24,5.55,10.83,2.4,0.41,0.26,,,,,,,136,,74,,,44,11.555,278.3,403,165
krl/x6,19.25,72.25,51.2,0.68,15.12,,8.45,0.21,9.23,11.2,2.85,0.32,0.16,,,,,,,475,50,449,,,282,12,774,168,102
y156,13.6,75.83,51.2,1.3,12.7,,13.4,0.19,7.2,11.43,2.7,0.26,0.13,,,,,,1.2,75,,90,,,127,1,400,,172
jeb366,19.15,73.6,51.2,2.27,14.93,,11.74,0.17,5.8,10.51,2.6,0.55,0.22,,,,,,,111,,191,,,82,9.4,264.15,344,148
v-63,14.875,74.7,51.2,2.4,13.5,2.5,8.5,0.2,8,7.8,2.4,1,,,,,,,1.3,156,,187,,,149,5,112,,105
189,20.35,72.91,51.2,3.04,12.32,2.57,13.09,0.17,5.13,8.5,2.54,1.07,0.37,,,,,,,292,66,87,,,93,21,426,482,253
ddh-019,18.75,73.15,51.2,3.73,13.66,,13.7,0.19,4.41,8.29,3.63,0.83,0.37,,,,,,,232,,118,,,52,18,321,429,213
9b,25.86666667,73.41666667,51.21,1.15,16.44,9.15,,0.15,6.38,7.19,3.91,1.03,0.18,,0,,,,2.95,214,32.5,158,0.92,,30.1,29,308,205,105
9b,25.825,73.35,51.21,1.15,16.44,9.15,,0.15,6.38,7.19,3.91,1.03,0.18,,0,,,,2.95,214,32.5,158,0.92,,30.1,29,308,205,105
14-Mar,23,70,51.21,1.22,15.12,11.26,,0.07,5.56,9.71,3.33,0.96,0.17,,,,,,,,,,,,42.7,0,259.3,,63.7
ig-03,19.68,73.63,51.21,1.71,14.47,,11.28,0.16,7.1,11.56,1.78,0.57,0.16,,,,,,,150,,263,,,50,15,145,311,139
abc43,17.9167,73.6667,51.21,1.75,14.45,12.39,,0.18,6.27,10.9,2.29,0.4,0.16,,,,,,,150,,,,,110,19,210,,125
jeb-321d,18.9167,73.3083,51.21,2.609,13.25,,14,0.216,5.3,9.59,2.8,0.76,0.263,,,,,,,136,48,95,,11,55,20,252,412,172
rp81-23,21.7,73.3,51.21,3.11,15.75,,11.46,,3.94,7.07,3.54,3.01,0.45,,,,,,,405,,,,,63,76.4,500,373,256
73,18.5269,73.9108,51.22,2.38,13.09,,11.23,0.2,8.5,9.95,2.46,0.71,0.26,,,,,,,257,55,726,,,,9,330,293,165
43f,19.775,71.815,51.22,2.52,15.3,4.05,9.36,0.28,4.94,9.11,2.1,0.6,0.17,,,,,,,,,,,,,,,,
ddh-073,18.8111,73.3167,51.22,2.705,13.1,,14.41,0.22,5.36,9.93,2.5,0.31,0.245,,,,,,,98,40,79,,8,60,15,247,443,164
jh-12,19,74,51.22,3.698,12.68,,14.58,0.221,4.62,8.69,2.47,1.39,0.422,,,,,,,171,,79,,,47,40,196,439,247
dd-23,19,74,51.22292762,2.374506171,13.33144355,,13.96942789,0.20626007,5.65957509,10.21741956,2.213522702,0.503073341,0.301844005,,,,,,,149.1596023,41.9739086,117.6119438,0.309944768,,73.65637868,10.57205622,213.7316909,,183.3204674
4,16.2,76.7,51.23,0.65,15.53,2.14,7.56,0.48,4.35,13.66,2.24,0.35,0.23,,,,,,1.41,,,,,,,,,,22
lak-254,13.91666667,78.13333333,51.23,0.97,15.44,10.65,,0.16,6.18,10.91,0.19,2.59,0.1,,,,,,1.22,79,70,203,0.13,,127,8.41,148,407,56
lak-254,14.1,78.1,51.23,0.97,15.44,10.65,,0.16,6.18,10.91,0.19,2.59,0.1,,,,,,1.22,79,70,203,0.13,,127,8.41,148,407,56
msc66,18.41,72.46,51.23,1.82,15.5,6.34,3.6,,5.7,8.65,2.63,0.47,0.27,,,,,,,,,,,,,,,,
68,21.5,70.5,51.23,2.02,13.7,2.82,10.62,,,5.94,10.49,2.76,0.42,,,,,,,,,,,,,,,,
60a,22.4,78.625,51.23,2.45,13.95,,12.45,0.18,6.47,10.47,2.26,0.6,0.42,,,,,,,182,,200,,,89,6,276,360,15
kgf3b,13.13,78.13,51.24,1.31,13.95,,16.01,0.21,6.88,9.45,2.45,0.4,0.07,,,,,,,384,,184,,,126,,205,257,109
61,21.5,70.5,51.24,2.04,13.8,2.96,11.02,,,5.12,10.25,3.09,0.48,,,,,,,,,,,,,,,,
bn-4,19,75.75,51.24,2.1,12.42,14.89,,0.18,5.86,8.88,3.19,0.94,0.18,,,,,,2.73,120,64,57,,,27,18,280,244,140
esd8,21.5,72,51.24,2.35,12.32,1.99,9.97,0.18,8.1,10.68,2.78,0.2,0.2,,,,,,4.83,87,45.1,380,0.168,,127,6.99,187,379,121
jeb273d,18.1833,73.525,51.24,2.575,13.42,,12.37,0.178,6.83,10.13,2.39,0.6,0.26,,,,,,,103,43,382,,7,193,15,246,400,164
bor004,19.15,73.6,51.24,2.99,13.2,,14.29,0.2,5.02,9.15,3.03,0.54,0.34,,,,,,,243,,96,,,84,,278,420,241
dhd-01,19,74,51.24792908,2.554792904,13.92970417,,13.85684403,0.17234714,5.464418155,9.225641041,2.04788955,1.236844184,0.263589744,,,,,,,240.2217323,44.57106341,76.1841532,0.360070716,,60.39830371,35.80604805,250.2336889,,295.694056
sa09-18 c,11.22969444,78.47666667,51.25,0.22,18.34,9,,0.12,6.5,12.54,1.99,0.01,0.02,,,,,,0.02,66.65,48.34,191.15,0.07,,95.89,0.72,126.96,122.77,5.07
j-3,19.75,83.20833333,51.25,0.24,26.4,1.05,1.71,0.06,1.82,11.69,3.22,0.66,0.05,,,,,,,217,,40,,,11,6,310,41,35
12,24.515,73.765,51.25,0.6,14.91,,9.75,,9.4,7,2.91,0.3,,,,,,,,,1379,96.12,,,48,,118,,
bg3,25.04333333,79.18333333,51.25,0.75,10.61,10.47,,0.15,12.21,11,1.85,0.15,0.08,,,,,,1.8,45.86,59.6,45.7,0.79,,22.76,3.93,150.14,305.68,53.7
jeb431,19.15,73.6,51.25,1.21,12.64,,11.59,0.16,9.68,10.63,2.24,0.44,0.16,,,,,,,323,,298,,,227,9,260,261,94
dh-27,19,74,51.25,1.904,13.75,,11.41,0.165,7.13,12.29,1.44,0.5,0.162,,,,,,,51,38,266,,10,66,33,149,350,115
63,18.5269,73.9108,51.25,2.32,12.92,,11.51,0.19,8.81,9.81,2.32,0.62,0.25,,,,,,,215,57,605,,,,8,288,281,147
ddh-060,18.7333,73.6778,51.25,2.849,13.06,,14.47,0.212,5.19,9.5,2.46,0.73,0.278,,,,,,,111,39,114,,10,69,23,200,431,184
jb02-51,22.58,80.47,51.25,2.91,12.89,,14.74,0.21,4.84,9.94,2.49,0.41,0.32,,,,,,,142,,102,,,61,16,208,469,229
ch83-22,21.69,77.91,51.25,3.1,13.31,,14.62,0.23,5.16,9.7,2.27,0.46,0.3,,,,,,,123,,79,,,42,9,204,422,200
ddh-154sp,19.4167,72.8333,51.25,3.729,11.08,,17.83,0.279,3.19,8.23,2.78,0.97,0.67,,,,,,,222,,10,,,0,35,216,166,357
csd11,22.5,72,51.26,0.88,9.59,14.39,,0.23,8.53,12.59,1.63,0.44,0.09,,,,,,0.71,43.5,45.6,442,0.07,,112,12.2,82,343,29.5
2,14.08,78.095,51.26,2.02,16.14,0.92,10.08,0,6.27,9.2,2.7,0.6,0.1,,,,,,,,,,,,,,,,
out008,20.5,74.5,51.26,2.13,14.29,,11.55,0.27,6.16,11.02,2.32,0.78,0.22,,,,,,,103,,220,,,66,33,292,337,142
ddh-098,18.8667,73.2,51.26,2.879,12.85,,14.78,0.222,4.93,9.83,2.63,0.34,0.289,,,,,,,102,41,70,,8,46,13,212,417,191
16-Aug,13.13,78.13,51.27,0.72,16.6,,10.33,0.18,6.83,11.82,1.79,0.07,,,,,,,,46,52,360,,,134,3,101,270,44
se-1,12.41,78.66,51.27,1.13,16.85,5.49,3.14,0.19,3.07,7.81,4.37,4.06,0.59,,,,,,0.57,3055,,18,,,5,76,2323,201,145
13-5c,13.13,78.13,51.27,1.16,15.26,,11.67,0.19,6.88,11.81,0.95,0.16,,,,,,,,22,42,249,,,120,13,160,202,77
h-21,16.2,76.7,51.27,1.29,11.77,14.78,,0.22,5.91,9.67,3.25,0.17,0.17,,,,,,1.68,77,49,196,0.15,,105,2.12,171,355,120
72,18.5269,73.9108,51.27,2.25,12.51,,11.51,0.19,9.76,9.34,2.25,0.67,0.25,,,,,,,271,63,842,,,205,9,330,276,147
out012,20.5,74.5,51.27,2.34,14.6,,12.26,0.19,5.61,10.25,2.52,0.7,0.26,,,,,,,105,,101,,,42,24,314,340,154
mha008,21,75,51.27,2.75,13.36,,14.67,0.21,4.82,9.44,2.54,0.65,0.29,,,,,,,259,,94,,,36,21,257,390,194
cat197,18.5458,73.3125,51.28,0.734,18.19,,8.93,0.15,6.86,11.09,2.27,0.41,0.084,,,,,,,55,,375,,,163,13,171,177,74
mh83-18,22.82,75.56,51.28,2.53,14.33,,13.18,0.21,5.61,10.46,2.47,0.8,0.26,,,,,,,167,,66,,,49,22.35,292.05,347,166
jeb245d,18.9583,73.3167,51.28,2.535,13.27,,14.45,0.213,5.11,9.49,2.78,0.61,0.262,,,,,,,141,47,83,,9,49,20,267,392,175
jeb455d,19.1333,73.3833,51.28,2.628,12.95,,14.56,0.22,5.32,9.92,2.61,0.28,0.242,,,,,,,93,53,78,,9,46,17,247,436,160
r.9.32,19.15,73.6,51.28,2.802,13.05,,14.75,0.242,4.71,9.37,2.55,0.95,0.294,,,,,,,259,,79,,,53,24,265,414,193
ddh-108,19.1139,73.2778,51.28,2.919,12.91,,14.69,0.221,4.9,9.5,2.56,0.75,0.294,,,,,,,136,39,58,,10,35,24,203,420,196
b6,19.25,72.25,51.29,0.09,26.61,3.22,,0.04,4.38,10.34,3.31,0.67,0.01,,,,,,,799,,95,,,132,7,438,29,14
slms 6b,11.73,78.15,51.29,0.32,6.74,1.46,7.42,0.16,16.9,9.74,1.18,3.25,0.09,,,,,,0.05,2263,65.8,1096,,,392,107,624,123,23.9
abc39,18,73.75,51.29,1.19,14.33,12.3,,0.15,7.83,9.74,2.31,0.72,0.12,,,,,,,184,,,,,189,27,161,,92
roh-2,18.75,73.15,51.29,1.32,15.53,,10.93,0.17,7.06,10.67,2.44,0.45,0.13,,,,,,,42,,249,,,107,21,177,271,107
out015,20.5,74.5,51.29,2.24,14.41,,12.78,0.17,5.78,10.14,2.5,0.45,0.25,,,,,,,172,,95,,,51,5,325,337,149
ddh-059,18.7333,73.6778,51.29,2.884,13.1,,14.21,0.225,5.24,9.52,2.52,0.75,0.275,,,,,,,97,40,92,,9,49,27,198,450,186
dn-16,19.15,73.6,51.29,3.017,13.43,,13.96,0.186,4.96,8.95,1.99,1.91,0.325,,,,,,,532,,148,,,87,36,233,368,189
au83-1a,20,75,51.29,3.09,14.66,,13.53,0.22,5.05,9.24,1.87,0.8,0.25,,,,,,,177,,150,,,55,18,265,453,163
11,18.9914,81.5228,51.3,1.08,13.31,14.11,,0.19,6.11,9.97,3.11,0.74,0.15,,,,,,1.02,217,,107,,,84,33,125,,80
11,18.99138889,81.52277778,51.3,1.08,13.31,14.11,,0.19,6.11,9.97,3.11,0.74,0.15,,,,,,1.02,217,,107,,,84,33,125,,80
k42c1,15.25,79.75,51.3,1.49,14.68,3.69,8.64,0.17,6.93,8.87,2.21,0.27,0.17,,,,,,0.37,,,,,,,,,,
k42c1,14.2,79.68,51.3,1.49,14.68,3.69,8.64,0.17,6.93,8.87,2.21,0.27,0.17,,,,,,0.37,,,,,,,,,,
bh-01,18.93,73.92,51.3,1.85,12.86,,11.53,0.13,8.52,11.27,1.73,0.63,0.18,,,,,,,142,,342,,,118,11,216,314,117
cat376,18.4444,73.375,51.3,2.065,14.01,,11.73,0.192,6.86,10.75,2.4,0.49,0.192,,,,,,,59,38,267,,9,93,13,206,365,133
bs-1k,11.1,78.46666667,51.3,2.1,11.93,16.39,,0.2,5.61,8.54,1.84,0.68,0.31,,,,,,,225.07,48.09,19.4,3.6,,26.92,38.48,169.57,426.64,42.44
ig-12,19.68,73.63,51.3,2.2,14.62,,12.3,0.19,5.47,9.89,2.8,1.01,0.22,,,,,,,230,,111,,,65,28,238,337,187
64,18.5269,73.9108,51.3,2.3,12.94,,11.46,0.24,8.92,9.71,2.28,0.61,0.25,,,,,,,155,63,334,,,188,10,271,234,130
esd6,21.5,72,51.3,2.95,13.43,2.05,10.25,0.19,5.92,11.07,1.96,0.62,0.27,,,,,,3.75,192,42.1,161,0.18,,81.1,9.78,299,361,188
nj02-51,23.17,79.98,51.3,3.18,12.66,,14.91,0.21,4.61,9.35,2.55,0.85,0.38,,,,,,,249,,60,,,47,16,217,483,280
d1,20.733,82.6587,51.3,3.37,13.7,13.4,,0.22,5.24,9.66,2.15,0.63,0.29,,,,,,2.02,282,43,275,9,,44,44,223,246,117
d1,20.73301667,82.65866667,51.3,3.37,13.7,13.4,,0.22,5.24,9.66,2.15,0.63,0.29,,,,,,2.02,282,43,275,9,,44,44,223,246,117
tvkr3,14.0469,78.4375,51.31,0.16,4.95,7.42,,0.11,32.41,3.55,0.04,0.01,0.03,,,,,,,5,,3688,0.13,,924,0.26,2.45,82,13
301,13.13,78.13,51.31,1.03,13.65,,12.73,0.21,8.78,9.22,2.48,0.2,,,,,,,,56,56,785,,,194,0,2080,315,93
jeb132,19.15,73.6,51.31,1.71,15.84,,11.88,0.17,5.86,9.59,2.59,0.81,0.23,,,,,,,484,,115,,,95,10.4,313.65,309,154
jeb442d,19,73.5083,51.31,2.009,13.31,,11.13,0.168,8.26,11.05,2.1,0.47,0.182,,,,,,,58,44,439,,12,180,11.95,239.15,350,120
1,22.475,73.56,51.31,2.41,12.62,7.5,5.84,0.11,3.9,7.07,5.01,2,0.41,,,,,,,500,60,75,,100,100,,150,35,
jh-63,19,74,51.31,2.628,13.33,,14.2,0.211,5.35,9.32,2.49,0.9,0.256,,,,,,,129,,87,,,54,25,246,411,174
6.dn,22,75.5,51.31,2.79,12.68,16.21,,0.19,4.4,9.75,2.14,0.97,0.29,,,,,,,220,,,,,41,22,273,,192
6dn,21.5235,75.2335,51.31,2.79,12.68,16.21,,0.19,4.4,9.75,2.14,0.97,0.29,,,,,,,220,,,,,41,22,273,,192
dd-18,19,74,51.31136322,3.074535216,12.36893608,,15.74357603,0.222499259,4.556178009,8.712868713,2.594139089,1.026530672,0.389373703,,,,,,,197.1715781,39.48648919,51.89939209,0.294002585,,46.25372801,41.16349019,275.0014167,,218.0337548
